"","X","Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"111",111,"Chamaerhodos grandiflora","Chamaerhodos grandiflora ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,95,1,"wfo-0000987403","urn:lsid:ipni.org:names:722156-1","15231","Chamaerhodos grandiflora","species","wfo-4000007629","Ledeb.","Rosaceae","","",NA,"Chamaerhodos",NA,"grandiflora","","species","Valid","Fl. Altaic. 1: 431 (1829)","Accepted",NA,"wfo-0000987405",NA,"Source in seed data: rjp Updated scientificnameAuthorship from (Pall. ex Schult.) Bunge to Ledeb., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-15231 >The Plant","http://www.theplantlist.org/tpl1.1/record/rjp-15231","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-15231",NA,FALSE,"","","",""
"112",112,"Fragaria virginiana glauca","Fragaria virginiana glauca",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,7,96,1,"wfo-0001005555","urn:lsid:ipni.org:names:318974-2","38099","Fragaria virginiana","species","wfo-4000014995","Mill.","Rosaceae","","",NA,"Fragaria",NA,"virginiana","","species","Valid","Gard. Dict. ed. 8 : Fragaria n.º 2 (1768)","Accepted",NA,"",NA,"Source in seed data: rjp Update namepublishedIn from Gard. Dict., ed. 8. [textus s.n.] Fragaria no. 2. 1768 [16 Apr 1768]  to Gard. Dict. ed. 8 : Fragaria n.º 2 (1768), information provided by Alan E. on email Jun. 07 2021 More details could be found in","http://www.theplantlist.org/tpl1.1/record/rjp-38099","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-38099",NA,FALSE,"","","","Not a synonym"
"124",124,"Sorbus sambucifolia","Sorbus sambucifolia ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,97,7,"wfo-0001015117","","6189","Sorbus sambucifolia","species","wfo-4000035797","(Cham. & Schltdl.) M.Roem.","Rosaceae","","",NA,"Sorbus",NA,"sambucifolia","","species","Valid","Fam. Nat. Syn. Monogr. 3: 139. 1847 [Apr 1847]","Accepted",NA,"wfo-0000983466",NA,"Source in seed data: rjp Updated namePublishedIn from Familiarum naturalium regni vegetabilis synopses monographicae 3, Rosiflorae ; 1847 139 1847  to Fam. Nat. Syn. Monogr. 3: 139. 1847 [Apr 1847] , according to IPNI. Information provided by Alan E. on ","http://www.theplantlist.org/tpl1.1/record/rjp-6189","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-6189",NA,FALSE,"","","","Not a synonym"
"125",125,"Smelowskia bifurcata","Smelowskia bifurcata ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,98,1,"wfo-0001217191","urn:lsid:ipni.org:names:289876-1","4102226","Smelowskia bifurcata","species","wfo-4000035617","(Ledeb.) Botsch.","Brassicaceae","","",NA,"Smelowskia",NA,"bifurcata","","species","Valid","Novosti Sist. Vyssh. Rast. 1968: 140 (1968)","Accepted",NA,"wfo-0001217719",NA,"Source in seed data: tro Updated scientificnameAuthorship from (Turcz. ex Ledeb.) Botsch. to (Ledeb.) Botsch., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-4102","http://www.theplantlist.org/tpl1.1/record/tro-4102226","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-4102226",NA,FALSE,"","","",""
"126",126,"Smelowskia pyriformis","Smelowskia pyriformis ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,99,1,"wfo-0001216786","urn:lsid:ipni.org:names:237537-2","4101458","Smelowskia pyriformis","species","wfo-4000035617","W.H.Drury & Rollins","Brassicaceae","","",NA,"Smelowskia",NA,"pyriformis","","species","Valid","Rhodora 54: 108 (1952)","Accepted",NA,"",NA,"Source in seed data: tro Update namepublishedIn from Rhodora 54(640): 108–110, f. 3B 1952  to Rhodora 54: 108 (1952), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/tro-4101458","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-4101458",NA,FALSE,"","","",""
"127",127,"Parrya nudicaulis interior","Parrya nudicaulis interior",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,9,100,1,"wfo-0000396926","urn:lsid:ipni.org:names:287993-1","550201","Parrya nudicaulis","species","wfo-4000028255","(L.) Boiss.","Brassicaceae","","",NA,"Parrya",NA,"nudicaulis","","species","Valid","Fl. Orient. [Boissier] 1: 159. 1867 [Apr-Jun 1867]","Accepted",NA,"wfo-0000587246",NA,"Source in seed data: cmp Updated namepublishedIn from Fl. Orient. 1: 159 1867  to Fl. Orient. [Boissier] 1: 159. 1867 [Apr-Jun 1867] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.or","http://www.theplantlist.org/tpl1.1/record/kew-2411880","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2411880",NA,FALSE,"","","","smallest ID"
"129",129,"Cardamine amara","Cardamine amara ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,101,1,"wfo-0000586435","urn:lsid:ipni.org:names:280132-1","830819","Cardamine amara","species","wfo-4000006656","L.","Brassicaceae","","",NA,"Cardamine",NA,"amara","","species","Valid","Sp. Pl. : 656 (1753)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 656 1753  to Sp. Pl. : 656 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2699395 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2699395","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2699395",NA,FALSE,"","","",""
"130",130,"Cardamine pensylvanica","Cardamine pensylvanica ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,102,1,"wfo-0000587327","urn:lsid:ipni.org:names:280567-1","831671","Cardamine pensylvanica","species","wfo-4000006656","Muhl. ex Willd.","Brassicaceae","","",NA,"Cardamine",NA,"pensylvanica","","species","Valid","Sp. Pl., ed. 4 , 3: 486 (1800)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 3: 486 1800  to Sp. Pl., ed. 4 , 3: 486 (1800), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-270024","http://www.theplantlist.org/tpl1.1/record/kew-2700248","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2700248",NA,FALSE,"","","",""
"131",131,"Swida sericea","Swida sericea ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,103,1,"wfo-0000924839","urn:lsid:ipni.org:names:66169-2","47505","Cornus sericea","species","wfo-4000009342","L.","Cornaceae","","",NA,"Cornus",NA,"sericea","","species","Valid","Mant. Pl. 2: 199 (1771)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Mant. Pl. 2: 199 1771  to Mant. Pl. 2: 199 (1771), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-47505 >The ","http://www.theplantlist.org/tpl1.1/record/kew-47505","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-47505",NA,TRUE,"Synonym","wfo-0000317804","Swida sericea",""
"132",132,"Polemonium pulcherrimum pulcherrimum","Polemonium pulcherrimum pulcherrimum",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,13,104,1,"wfo-0001099804","urn:lsid:ipni.org:names:205080-2","25800472","Polemonium pulcherrimum","species","wfo-4000030638","Hook.","Polemoniaceae","","",NA,"Polemonium",NA,"pulcherrimum","","species","Valid","Bot. Mag. 57: t. 2979 (1830)","Accepted",NA,"",NA,"Source in seed data: tro Update namepublishedIn from Bot. Mag. 57: pl. 2979 1830  to Bot. Mag. 57: t. 2979 (1830), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-","http://www.theplantlist.org/tpl1.1/record/tro-25800472","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-25800472",NA,FALSE,"","","",""
"133",133,"Primula incana","Primula incana ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,105,1,"wfo-0001105383","urn:lsid:ipni.org:names:210214-2","26400181","Primula incana","species","wfo-4000031131","M.E.Jones","Primulaceae","","",NA,"Primula",NA,"incana","","species","Valid","Proc. Calif. Acad. Sci. , ser. 2, 5: 306 (1895)","Accepted",NA,"",NA,"Source in seed data: tro Update namepublishedIn from Proc. Calif. Acad. Sci., ser. 2, 5(18): 706–707 1895  to Proc. Calif. Acad. Sci. , ser. 2, 5: 306 (1895), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=","http://www.theplantlist.org/tpl1.1/record/tro-26400181","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-26400181",NA,FALSE,"","","",""
"134",134,"Primula mistassinica","Primula mistassinica ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,106,1,"wfo-0000483755","urn:lsid:ipni.org:names:210225-2","699828","Primula mistassinica","species","wfo-4000031131","Michx.","Primulaceae","","",NA,"Primula",NA,"mistassinica","","species","Valid","Fl. Bor.-Amer. 1: 124 (1803)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Bor.-Amer. 1: 124 1803  to Fl. Bor.-Amer. 1: 124 (1803), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2","http://www.theplantlist.org/tpl1.1/record/kew-2565404","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2565404",NA,FALSE,"","","",""
"135",135,"Douglasia gormanii","Douglasia gormanii ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,107,1,"wfo-0000534506","urn:lsid:ipni.org:names:700233-1","769601","Androsace constancei","species","wfo-4000002012","Wendelbo","Primulaceae","","",NA,"Androsace",NA,"constancei","","species","Valid","Aarbok Univ. Bergen, Mat.-Naturvitensk. Ser. 19: 27 (1961)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from in Arbok Univ. Berg., Mat.-Nat. 1961, No. 19, 27 (1961).  to Aarbok Univ. Bergen, Mat.-Naturvitensk. Ser. 19: 27 (1961), information provided by Alan E. on email Jun. 07 2021 More details could be foun","http://www.theplantlist.org/tpl1.1/record/kew-2637476","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2637476",NA,TRUE,"Synonym","wfo-0000654808","Douglasia gormanii",""
"136",136,"Vaccinium uliginosum occidentale","Vaccinium uliginosum occidentale",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,12,108,1,"wfo-0000422453","urn:lsid:ipni.org:names:30184367-2","595489","Vaccinium uliginosum","species","wfo-4000039926","L.","Ericaceae","Vaccinioideae","",NA,"Vaccinium",NA,"uliginosum","","species","Valid","Sp. Pl. : 350 (1753)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 350 1753  to Sp. Pl. : 350 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2457998 >The Plant ","https://padme.rbge.org.uk/wfo/wfo-0000422453","The Ericaceae Taxonomic Expert Network","A","kew-2457998",NA,FALSE,"","","",""
"137",137,"Prunella vulgaris lanceolata","Prunella vulgaris lanceolata",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,11,109,1,"wfo-0000283746","urn:lsid:ipni.org:names:455176-1","166020","Prunella vulgaris","species","wfo-4000031279","L.","Lamiaceae","","",NA,"Prunella",NA,"vulgaris","","species","Valid","Sp. Pl. : 600 (1753)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 600 1753  to Sp. Pl. : 600 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-166020 >The Plant L","http://www.theplantlist.org/tpl1.1/record/kew-166020","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-166020",NA,FALSE,"","","",""
"138",138,"Stachys palustris pilosa","Stachys palustris pilosa",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,7,110,1,"wfo-0000314357","urn:lsid:ipni.org:names:459820-1","195411","Stachys palustris","species","wfo-4000036243","L.","Lamiaceae","","",NA,"Stachys",NA,"palustris","","species","Valid","Sp. Pl. : 580 (1753)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 580 1753  to Sp. Pl. : 580 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-195411 >The Plant L","http://www.theplantlist.org/tpl1.1/record/kew-195411","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-195411",NA,FALSE,"","","",""
"139",139,"Mentha aquatica","Mentha aquatica ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,111,1,"wfo-0000240328","urn:lsid:ipni.org:names:450192-1","124366","Mentha aquatica","species","wfo-4000023748","L.","Lamiaceae","","",NA,"Mentha",NA,"aquatica","","species","Valid","Sp. Pl. : 576 (1753)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 576 1753  to Sp. Pl. : 576 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-124366 >The Plant L","http://www.theplantlist.org/tpl1.1/record/kew-124366","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-124366",NA,FALSE,"","","",""
"140",140,"Thymus karavaevi","Thymus karavaevi ",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,112,1,"wfo-0000324212","urn:lsid:ipni.org:names:1017982-1","204934","Thymus karavaevii","species","wfo-4000038335","Doronkin","Lamiaceae","","",NA,"Thymus",NA,"karavaevii","","species","Valid","Fl. Sibir. 11: 213 (1997)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Fl. Sibir. (Pyrolac.-Lamiac.) 11: 213 (1997).  to Fl. Sibir. 11: 213 (1997), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl","http://www.theplantlist.org/tpl1.1/record/kew-204934","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-204934",NA,FALSE,"","","",""
"141",141,"Veronica alaskensis","Veronica alaskensis ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,113,1,"wfo-0000419708","urn:lsid:ipni.org:names:77061875-1","591483","Veronica alaskensis","species","wfo-4000040171","M.M.Mart.Ort. & Albach","Plantaginaceae","","",NA,"Veronica",NA,"alaskensis","","species","Valid","Taxon 53: 441 (2004)","Accepted",NA,"",NA,"Source in seed data: ksu Update namepublishedIn from Taxon 53(2): 441. 2004 [16 June 2004]  to Taxon 53: 441 (2004), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ke","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77061875-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2453970",NA,FALSE,"","","",""
"142",142,"Plantago media","Plantago media ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,114,1,"wfo-0000486573","urn:lsid:ipni.org:names:685411-1","703820","Plantago media","species","wfo-4000030044","L.","Plantaginaceae","","",NA,"Plantago",NA,"media","","species","Valid","Sp. Pl. : 113 (1753)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 113. 1753 [1 May 1753]  to Sp. Pl. : 113 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-25","http://www.theplantlist.org/tpl1.1/record/kew-2569797","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2569797",NA,FALSE,"","","",""
"143",143,"Plantago lanceolata","Plantago lanceolata ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,115,1,"wfo-0000486603","urn:lsid:ipni.org:names:321285-2","703857","Plantago lanceolata","species","wfo-4000030044","L.","Plantaginaceae","","",NA,"Plantago",NA,"lanceolata","","species","Valid","Sp. Pl. : 113 (1753)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 113 1753  to Sp. Pl. : 113 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2569834 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2569834","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2569834",NA,FALSE,"","","",""
"144",144,"Castilleja annua","Castilleja annua ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,116,1,"wfo-0000590050","urn:lsid:ipni.org:names:49397-2","835717","Castilleja annua","species","wfo-4000006945","Pennell","Orobanchaceae","","",NA,"Castilleja",NA,"annua","","species","Valid","Proc. Acad. Nat. Sci. Philadelphia 86: 533 (1934)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Proc. Acad. Nat. Sci. Philadelphia 86: 533. 1934  to Proc. Acad. Nat. Sci. Philadelphia 86: 533 (1934), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http","http://www.theplantlist.org/tpl1.1/record/kew-2704867","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2704867",NA,FALSE,"","","",""
"145",145,"Myosotis stricta","Myosotis stricta ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,117,1,"wfo-0000368538","urn:lsid:ipni.org:names:119269-1","497544","Myosotis stricta","species","wfo-4000025092","Link ex Roem. & Schult.","Boraginaceae","","",NA,"Myosotis",NA,"stricta","","species","Valid","Syst. Veg., ed. 15 bis 4: 104 (1819)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Syst. Veg., ed. 15 bis [Roemer & Schultes] 4: 104. 1819 ; et Enum. Hort. Berol. 1: 164 to Syst. Veg., ed. 15 bis 4: 104 (1819), information provided by Alan E. on email Jun. 07 2021 More details could ","http://www.theplantlist.org/tpl1.1/record/kew-2358247","The Boraginaceae TEN","A","kew-2358247",NA,FALSE,"","","","Accepted"
"149",149,"Campanula aurita","Campanula aurita ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,118,1,"wfo-0000826567","urn:lsid:ipni.org:names:43933-2","364016","Campanula aurita","species","wfo-4000006381","Greene","Campanulaceae","","",NA,"Campanula",NA,"aurita","","species","Valid","Pittonia 1: 221 (1888)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Pittonia 1: 221 1888  to Pittonia 1: 221 (1888), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-364016 >The P","http://www.theplantlist.org/tpl1.1/record/kew-364016","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-364016",NA,FALSE,"","","",""
"150",150,"Lobelia kalmii","Lobelia kalmii ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,119,1,"wfo-0000815396","urn:lsid:ipni.org:names:143437-1","353365","Lobelia kalmii","species","wfo-4000022035","L.","Campanulaceae","","",NA,"Lobelia",NA,"kalmii","","species","Valid","Sp. Pl. : 930 (1753)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 930 1753  to Sp. Pl. : 930 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-353365 >The Plant L","http://www.theplantlist.org/tpl1.1/record/kew-353365","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-353365",NA,FALSE,"","","",""
"151",151,"Solidago lepida","Solidago lepida ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,120,1,"wfo-0000068166","urn:lsid:ipni.org:names:979388-1","GCC-6E660642-266A-4019-8CD3-2E3917A2393F","Solidago canadensis  var. lepida","variety","wfo-0000060775","(DC.) Cronquist","Asteraceae","","",NA,"Solidago",NA,"canadensis","lepida","variety","Valid","Intermount. Fl. 5: 248 (1994)","Accepted",NA,"wfo-0000136548",NA,"Source in seed data: gcc Update namepublishedIn from Intermount. Fl. [Cronquist et al.] 5: 248. 1994  to Intermount. Fl. 5: 248 (1994), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o","http://www.theplantlist.org/tpl1.1/record/gcc-25020","The Asteraceaae TEN","A","gcc-25020",NA,TRUE,"Synonym","wfo-0000136548","Solidago lepida",""
"153",153,"Euthamia graminifolia","Euthamia graminifolia ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,121,2,"wfo-0000018631","urn:lsid:ipni.org:names:1004467-1","GCC-12EE212B-DCC8-4BE4-B219-C1F7256F7C6A","Euthamia graminifolia","species","wfo-4000014352","(L.) Nutt.","Asteraceae","","",NA,"Euthamia",NA,"graminifolia","","species","Valid","Trans. Amer. Philos. Soc. , ser. 2, 7: 325 (1840)","Accepted",NA,"wfo-0000000396",NA,"Source in seed data: gcc Update namepublishedIn from Trans. Amer. Philos. Soc. ser. 2, 7: 325. 1840 [Oct-Dec 1840]  to Trans. Amer. Philos. Soc. , ser. 2, 7: 325 (1840), information provided by Alan E. on email Jun. 07 2021 More details could be found in","http://www.theplantlist.org/tpl1.1/record/gcc-118014","The Asteraceaae TEN","A","gcc-118014",NA,FALSE,"","","","Accepted"
"154",154,"Eurybia radula","Eurybia radula ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,122,1,"wfo-0000128608","urn:lsid:ipni.org:names:981739-1","GCC-FEF80EDB-EE03-4CF8-A2DB-8204F0B63A86","Eurybia radula","species","wfo-4000014279","(Aiton) G.L.Nesom","Asteraceae","","",NA,"Eurybia",NA,"radula","","species","Valid","Phytologia 77(3): 261 (1995)","Accepted",NA,"wfo-0000001900",NA,"Source in seed data: gcc Update namepublishedIn from Phytologia 77: 261. 1995 [dt. Sep 1994; publ. on 31 Jan 1995]  to Phytologia 77(3): 261 (1995), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.t","","The Asteraceaae TEN","A","gcc-89580",NA,FALSE,"","","",""
"155",155,"Symphyotrichum ericoides var. pansus","Symphyotrichum ericoides var. pansus ",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,123,1,"wfo-0000065833","urn:lsid:ipni.org:names:1003090-2","GCC-3C3BFCEA-EA67-4234-ACF0-2A11FE49FF0F","Symphyotrichum ericoides  var. pansum","variety","wfo-0000065053","(S.F.Blake) G.L.Nesom","Asteraceae","","",NA,"Symphyotrichum",NA,"ericoides","pansum","variety","Valid","Phytologia 77: 280. 1995 [31 Jan 1995]","Accepted",NA,"wfo-0000096966",NA,"Source in seed data: gcc Updated namepublishedIn from Phytologia 77(3): 280 1994 [1995]  to Phytologia 77: 280. 1995 [31 Jan 1995] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/","http://www.theplantlist.org/tpl1.1/record/gcc-22733","The Asteraceaae TEN","A","gcc-22733",NA,FALSE,"","","",""
"156",156,"Symphyotrichum falcatum","Symphyotrichum falcatum ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,124,1,"wfo-0000089239","urn:lsid:ipni.org:names:1080278-2","GCC-E9D7CFEE-EE96-454F-ACC9-5473EBBF18FE","Symphyotrichum falcatum","species","wfo-4000037221","(Lindl.) G.L.Nesom","Asteraceae","","",NA,"Symphyotrichum",NA,"falcatum","","species","Valid","Phytologia 77: 281. 1995 [31 Jan 1995]","Accepted",NA,"",NA,"Source in seed data: gcc Updated scientificnameAuthorship from (Lindl. ex Lindl.) G.L.Nesom to (Lindl.) G.L.Nesom, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-","http://www.theplantlist.org/tpl1.1/record/gcc-45559","The Asteraceaae TEN","A","gcc-45559",NA,FALSE,"","","",""
"157",157,"Symphyotrichum spathulatum","Symphyotrichum spathulatum ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,125,1,"wfo-0000014987","urn:lsid:ipni.org:names:981901-1","GCC-26BAB199-8E4A-4FD8-A860-BA042E1D12DF","Symphyotrichum spathulatum","species","wfo-4000037221","(Lindl.) G.L.Nesom","Asteraceae","","",NA,"Symphyotrichum",NA,"spathulatum","","species","Valid","Phytologia 77(3): 291 (1995)","Accepted",NA,"wfo-0000014978",NA,"Source in seed data: gcc Update namepublishedIn from Phytologia 77(3): 291. 1995 [Sep 1994 publ. 31 Jan 1995]  to Phytologia 77(3): 291 (1995), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepla","http://www.theplantlist.org/tpl1.1/record/gcc-114504","The Asteraceaae TEN","A","gcc-114504",NA,FALSE,"","","",""
