"scientificName","speciesKey"
"prunella grandiflora (l.) turra",7666664
"dysphania ambrosioides (l.) mosyakin & clemants",5568446
"physalis alkekengi l.",3797084
"geranium nodosum l.",2890287
"tulipa gesneriana l.",5299675
"circaea ×intermedia ehrh.",8186928
"bunium bulbocastanum l.",3034501
"ornithogalum nutans l.",2773281
"peucedanum gallicum latourr.",7589456
"atriplex glabriuscula edmondston",3083660
"hieracium villosum jacq.",3136788
"orchis coriophora l.",2808461
"picea obovata ledeb.",5284765
"chaenomeles japonica (thunb.) lindl. ex spach",3000610
"carex rariflora (wahlenb.) sm.",2729473
"laserpitium prutenicum l.",9540150
"amsinckia micrantha suksd.",2925870
"festuca marginata (hack.) k.richt.",4120709
"pyrola asarifolia michx.",2888271
"cardamine enneaphyllos (l.) crantz",3046224
"tilia ×europaea l.",3152046
"carduus tenuiflorus curtis",3114627
"epilobium dodonaei vill.",3666422
"potamogeton praelongus wulfen",5301213
"rubus pedemontanus pinkw.",11220454
"dicentra formosa (andrews) walp.",2888553
"calystegia soldanella (l.) r.br.",7646357
"fraxinus ornus l.",3172347
"allium angulosum l.",2855717
"scilla autumnalis l.",2767189
"rorippa austriaca (crantz) besser",3053406
"rudbeckia laciniata l.",3114229
"centaurea pseudophrygia c.a.mey.",6446296
"helosciadium repens (jacq.) w.d.j.koch",7456091
"tephroseris helenitis (l.) b.nord.",3130936
"arbutus menziesii pursh",2882802
"fumaria capreolata l.",5334218
"allium lusitanicum lam.",2855705
"mirabilis jalapa l.",3086240
"cirsium ×helenioides (l.) hill",3113777
"festuca rupicola heuff.",4114708
"viola collina besser",7296247
"pinus cembra l.",5285134
"vicia tetrasperma subsp. tetrasperma",2975128
"odontites litoralis (fr.) fr.",7911410
"gentiana punctata l.",8008282
"spiraea ×billardii hérincq",7889822
"abutilon theophrasti medik.",3152614
"malva thuringiaca (l.) vis.",3940423
"astragalus frigidus (l.) a.gray",5343710
"pinus sibirica du tour",5284667
"spiraea douglasii hook.",3027159
"ranunculus cassubicus l.",7276750
"maianthemum canadense desf.",2769544
"epilobium lanceolatum sebast. & mauri",6427899
"fraxinus angustifolia vahl",7325877
"rosa agrestis savi",3002394
"mertensia maritima (l.) gray",5341246
"gymnadenia nigra (l.) rchb.f.",2840590
"heracleum maximum w.bartram",3034826
"carex norvegica retz.",2724869
"rapistrum rugosum (l.) all.",5373368
"marrubium vulgare l.",2927069
"rubus phoenicolasius maxim.",2995149
"parapholis strigosa (dumort.) c.e.hubb.",5290068
"stellaria crassifolia ehrh.",5384660
"myosotis decumbens host",7295092
"saxifraga rivularis l.",3032783
"senecio doronicum (l.) l.",3107708
"draba nemorosa l.",3049685
"sorbus chamaemespilus (l.) crantz",3025093
"acanthus mollis l.",5415455
"staphylea pinnata l.",3686235
"trifolium micranthum viv.",5359250
"salix bebbiana sarg.",5373055
"carex maritima gunnerus",2726673
"deschampsia setacea (huds.) hack.",4142609
"shepherdia canadensis (l.) nutt.",5372427
"festuca quadriflora honck.",4116348
"amaranthus albus l.",7905507
"tephroseris integrifolia (l.) holub",3130950
"myriophyllum sibiricum kom.",5361764
"scilla verna huds.",2767415
"nonea pulla (l.) dc.",7294644
"erysimum strictum p.gaertn., b.mey. & scherb.",3048686
"euphrasia salisburgensis funck ex hoppe",7591079
"euphrasia salisburgensis subsp. salisburgensis",9978979
"ceratostigma plumbaginoides bunge",3082279
"orobanche alba steph. ex willd.",8051275
"minuartia biflora (l.) schinz & thell.",8033980
"ranunculus omiophyllus ten.",3931022
"odontites luteus (l.) clairv.",7855120
"geum aleppicum jacq.",5369685
"pedicularis foliosa l.",3724054
"pilosella officinarum subsp. peleteriana (mérat) t.tyler",3123717
"lonicera involucrata (richards.) banks ex spreng.",5334253
"abies balsamea (l.) mill.",2685383
"phlomoides tuberosa (l.) moench",3884879
"fallopia baldschuanica (regel) holub",5334351
"oemleria cerasiformis (torr. & a.gray ex hook. & arn.) j.w.landon",2988485
"hedlundia hybrida (l.) sennikov & kurtto",9245228
"carex firma host",2728572
"oxalis articulata savigny",2891664
"carex atrofusca schkuhr",2722359
"sisymbrium orientale l.",3046812
"rubus tuberculatus bab.",2997081
"euonymus fortunei (turcz.) hand.-mazz.",3169137
"myricaria germanica (l.) desv.",3612876
"tragopogon porrifolius l.",5386938
"juncus castaneus sm.",2701078
"centaurea decipiens thuill.",3128156
"carex hartmaniorum a.cajander",10816187
"drymocallis rupestris (l.) soják",3001836
"betula papyrifera marshall",5332120
"rubus sprengelii weihe",2990014
"punica granatum l.",5420901
"cicendia filiformis (l.) delarbre",3841406
"saxifraga cotyledon l.",3753330
"maianthemum dilatatum (alph.wood) a.nelson & j.f.macbr.",2769435
"erythronium dens-canis l.",2752849
"salvia verbenaca l.",6409706
"consolida ajacis (l.) schur",3033833
"oplopanax horridus (sm.) miq.",3036356
"atriplex laciniata l.",3083783
"rubus odoratus l.",2994912
"sesleria uliginosa opiz",4118702
"antennaria alpina (l.) gaertn.",5385561
"rubus dasyphyllus (w.m.rogers) e.s.marshall",7782051
"asplenium marinum l.",8377244
"isopyrum thalictroides l.",5615962
"sedum hispanicum l.",5361982
"malaxis monophyllos (l.) sw.",2808211
"brunnera macrophylla (adams) i.m.johnst.",2926045
"erodium cicutarium (l.) l'hér. ex aiton",9270818
"potamogeton coloratus hornem.",7289632
"erinus alpinus l.",3741446
"epilobium alpestre (jacq.) krock.",3663919
"lobelia urens l.",5408353
"achillea filipendulina lam.",3120284
"salicornia procumbens sm.",6035873
"hieracium maculatum schrank",7485421
"tiarella trifoliata l.",5371609
"fragaria ×ananassa (weston) rozier",3029912
"chamorchis alpina (l.) rich.",2791364
"amaranthus powellii s.watson",5384359
"malva arborea (l.) webb & berthel.",3935079
"euphorbia characias l.",3067353
"arbutus unedo l.",2882803
"rudbeckia hirta l.",3114225
"cochlearia anglica l.",5373288
"galium ×pomeranicum retz.",2914963
"polypodium interjectum × vulgare",10650260
"anethum graveolens l.",3034646
"arabidopsis suecica (fr.) norrl.",7915981
"cardaminopsis suecica (fr.) hiitonen",3052544
"inula helvetica weber",10291118
"alchemilla wichurae (buser) stefansson",3027538
"pinus ponderosa douglas ex c.lawson",5285053
"hyssopus officinalis l.",5341387
"larix sibirica ledeb.",2686276
"chamaenerion latifolium (l.) sweet",3188786
"nigritella rhellicani teppner & e.klein",2840460
"geranium sibiricum l.",2891583
"solanum nigrum subsp. schultesii (opiz) wessely",2932872
"chamaecytisus ruthenicus (fisch. ex wol.) klásk.",5354537
"scrophularia vernalis l.",7810918
"sorbus mougeotii soy.-will. & godr.",9312105
"rosa majalis herm.",7417407
"saxifraga osloensis knaben",3753813
"tuberaria guttata (l.) fourr.",2874024
"rumex confertus willd.",2888943
"poa arctica r.br.",2704207
"hyacinthus orientalis l.",2772666
"orchis pallens l.",2810078
"rumex arifolius all.",4036273
"vaccinium gaultherioides bigelow",4172817
"ranunculus pygmaeus wahlenb.",3033446
"trinia glauca (l.) dumort.",6027378
"koeleria glauca (spreng.) dc.",4137839
"vicia lutea l.",2974753
"orobanche rapum-genistae thuill.",3731346
"hieracium sylvaticum (l.) l.",8333388
"sedum cepaea l.",5690287
"mibora minima (l.) desv.",2705682
"pinguicula lusitanica l.",5667916
"rubus gothicus frid. & gelert ex e.h.l.krause",8418921
"nerium oleander l.",3169756
"veronica prostrata l.",8903918
"petasites japonicus (siebold & zucc.) maxim.",3088310
"catapodium marinum (l.) c.e.hubb.",4105452
"orobanche picridis f.w.schultz",3731663
"legousia hybrida (l.) delarbre",3158788
"fuchsia magellanica lam.",5938224
"carlina biebersteinii bernh. ex hornem.",3105410
"asphodelus albus mill.",2778457
"medicago polymorpha l.",2965531
"alopecurus arundinaceus poir.",5290087
"carex utriculata boott",2726268
"hymenophyllum wilsonii hook.",7315550
"saxifraga hypnoides l.",8028512
"chenopodium murale l.",8149099
"rosa gallica l.",3002530
"gagea spathacea (hayne) salisb.",5299797
"allium victorialis l.",2857132
"galium mollugo × verum",9888620
"lindernia dubia (l.) pennell",3171888
"potentilla pusilla host",5365778
"juncus anceps laharpe",10027741
"galium glaucum l.",2914515
"ammi majus l.",3034182
"phleum hirsutum honck.",4139625
"artemisia annua l.",8373355
"anemone blanda schott & kotschy",3033242
"symphyotrichum novae-angliae (l.) g.l.nesom",3151618
"vahlodea atropurpurea (wahlenb.) fr. ex hartm.",2705701
"rheum rhabarbarum l.",2888867
"rosa obtusifolia desv.",3005909
"caucalis platycarpos l.",3034523
"silene gallica l.",5384848
"capsella rubella reut.",5375425
"cortusa matthioli l.",9764749
"campanula thyrsoides l.",5410886
"tordylium maximum l.",3633319
"campanula portenschlagiana schult.",5410411
"primula hirsuta all.",8297072
"luzula confusa lindeb.",2700726
"bupleurum tenuissimum l.",3635987
"polypogon viridis (gouan) breistr.",5289919
"hieracium triviale (norrl.) norrl.",3135110
"armeria arenaria (pers.) schult.",11310169
"viola calcarata l.",7296469
"sparganium hyperboreum laest. ex beurl.",2702302
"senecio sarracenicus l.",7903764
"lobelia erinus l.",5408087
"epipogium aphyllum sw.",2849252
"saxifraga bryoides l.",3755523
"hypericum ×desetangsii lamotte",3712249
"onoclea sensibilis l.",2650903
"sempervivum arachnoideum l.",4201709
"potentilla thuringiaca bernh. ex link",7960595
"vicia dumetorum l.",2974946
"crepis sancta (l.) bornm.",5403605
"juncus arcticus willd.",2701151
"salsola tragus l.",3083945
"arabidopsis petraea (l.) v.i.dorof.",8068424
"lycopodium clavatum subsp. monostachyon (hook. & grev.) selander",2688387
"salix ×multinervis döll",8367413
"petroselinum crispum (mill.) fuss",7828157
"potentilla caulescens l.",5367397
"puschkinia scilloides adams",2767428
"herniaria hirsuta l.",3085797
"seseli annuum l.",3632301
"orlaya grandiflora (l.) hoffm.",3638282
"dipsacus strigosus willd.",7443846
"potentilla alba l.",5367987
"narcissus pseudonarcissus subsp. major (curtis) baker",2858384
"luzula arcuata (wahlenb.) sw.",2700785
"cyperus eragrostis lam.",2715482
"draba norvegica gunnerus",3049482
"aurinia saxatilis (l.) desv.",5377778
"erica ciliaris l.",5682320
"oenanthe silaifolia m.bieb.",6027222
"zostera noltii hornem.",2863938
"stachys germanica l.",2927297
"cyperus esculentus l.",2716226
"euphrasia frigida pugsley",3171958
"sorghum halepense (l.) pers.",2705185
"viola elatior fr.",7707374
"luzula alpinopilosa (chaix) breistr.",2700948
"pyrus pyraster (l.) du roi",7673741
"athamanta cretensis l.",7607769
"carex frigida all.",2724503
"taraxacum ruderalia",10890921
"symphyotrichum ×salignum (willd.) g.l.nesom",3151811
"vaccaria hispanica (mill.) rauschert",8091998
"heliotropium europaeum l.",2925767
"atriplex longipes drejer & fr.",3757720
"luzula parviflora (ehrh.) desv.",2700961
"cypripedium acaule aiton",2820380
"nuphar pumila (timm) dc.",6435002
"cotoneaster simonsii baker",3026107
"plantago subulata l.",8067043
"rubus gratus focke",2994157
"lonicera japonica thunb.",5334240
"rosa vosagiaca n.h.f.desp.",3003461
"woodsia alpina (bolton) gray",5275066
"elytrigia campestris (godr. & gren.) kerguélen ex m.a.carreras, 1986",5289896
"taraxacum officinale weber",8121923
"euphorbia flavicoma dc.",3066601
"salix rosmarinifolia l.",7104059
"iberis amara l.",5377163
"sarracenia purpurea l.",5421389
"trapa natans l.",3188757
"lotus alpinus (ser.) schleich. ex ramond",5356917
"scrophularia canina l.",3170873
"astrantia minor l.",7756318
"vaccinium macrocarpon aiton",2882841
"olea europaea l.",5415040
"rubus ursinus cham. & schltdl.",2990646
"minuartia sedoides (l.) hiern",8068542
"rubus sulcatus vest",7565460
"laburnum alpinum (mill.) bercht. & j.presl",5356343
"luzula luzulina (vill.) dalla torre & sarnth.",7893447
"ononis pusilla l.",2977214
"potamogeton acutifolius link",7361877
"physalis peruviana l.",5341784
"inula hirta l.",10629881
"rosa pouzinii tratt.",3008098
"myriophyllum aquaticum (vell.) verdc.",5361785
"carex heleonastes ehrh. ex l.f.",2728116
"androsace chamaejasme wulfen",7859285
"erucastrum supinum (l.) al-shehbaz & s.i.warwick",5375515
"koeleria vallesiana (honck.) gaudin",7600601
"saxifraga caesia l.",3752673
"stellaria longipes goldie",5384620
"salix ×dasyclados wimm.",8183217
"bromus catharticus vahl",2703723
"thalictrum lucidum l.",7277720
"asplenium obovatum viv.",7310610
"iris ×germanica l.",5298069
"prunus armeniaca l.",7818643
"cinna latifolia (trevir. ex göpp.) griseb.",2704845
"rumex ×pratensis mert. & w.d.j.koch",2889035
"erigeron floribundus (kunth) sch.bip.",3147018
"polystichum braunii (spenn.) fée",2651092
"vulpia ciliata dumort.",4129181
"gentianella uliginosa (willd.) börner",8116170
"rubus rudis weihe",7621087
"rosa ×subcanina (christ) vuk.",7578787
"sequoiadendron giganteum (lindl.) j.t.buchholz",2684120
"taraxacum erythrospermum andrz. ex besser",5393872
"cirsium erisithales (jacq.) scop.",3113027
"galium lucidum all.",2913863
"lamium confertum fr.",2926681
"sedum atratum l.",8144117
"cotoneaster tomentosus (aiton) lindl.",7916436
"armoracia rusticana g.gaertn. et al.",8245698
"artemisia dracunculus l.",3121581
"lactuca tatarica (l.) c.a.mey.",9123250
"dianthus chinensis l.",3085418
"fraxinus pennsylvanica marshall",3172348
"cochlearia islandica pobed.",5373235
"teucrium fruticans l.",2926902
"veronica aphylla l.",3734339
"ageratum houstonianum mill.",5401760
"rubus wahlbergii arrh.",7674528
"doronicum austriacum jacq.",7389416
"cerastium arvense subsp. strictum (l.) ugbor.",3811839
"coronilla vaginalis lam.",5348664
"veronica praecox all.",7331926
"acer saccharinum l.",3189837
"aconitum variegatum l.",8090449
"elytrigia juncea subsp. boreoatlantica (simonet & guin.) hyl.",7859914
"koenigia islandica l.",5334283
"diphasiastrum tristachyum (pursh) holub",2688412
"alisma gramineum lej.",2865152
"salix polaris wahlenb.",5372778
"cytisus decumbens (durande) spach",5354676
"acer circinatum pursh",3189884
"atriplex hortensis l.",3083761
"lavandula angustifolia mill.",2927305
"ranunculus nivalis l.",8339890
"alnus cordata (loisel.) duby",2876607
"quercus garryana douglas ex hook.",2879260
"alnus rubra bong.",2876176
"moenchia erecta (l.) g.gaertn., g.mey. & scherb.",7841283
"rubus nemoralis p.j.müll.",2989551
"erigeron glaucus ker gawl.",3146888
"hieracium bauhini schult.",6300805
"hieracium amplexicaule l.",3136320
"oenanthe peucedanifolia pollich",5540247
"papaver dahlianum nordh.",8348125
"coriandrum sativum l.",3034871
"sedum forsterianum sm.",7625285
"astragalus onobrychis l.",5342618
"convolvulus dahuricus herb.",9782045
"aquilegia formosa fisch. ex dc.",3033169
"gnaphalium sylvaticum sm.",7995437
"vicia pisiformis l.",2974988
"carex bigelowii subsp. dacica (heuff.) t.v.egorova",3584561
"acer glabrum torr.",3189864
"bupleurum rotundifolium l.",3034554
"bryonia alba l.",2874497
"carex curvula all.",2722112
"atriplex pedunculata l.",3756036
"forsythia ×intermedia zabel",5415054
"ranunculus parviflorus l.",3033434
"corydalis pumila (host) rchb.",8047523
"bolboschoenus laticarpus marhold, hroudová, duchácek & zákr.",2718394
"xanthium strumarium l.",3089154
"artemisia austriaca jacq.",3121668
"cytisus lotoides pourr.",5354525
"bassia scoparia (l.) a.j.scott",5383936
"viola selkirkii pursh ex goldie",5331202
"erodium moschatum (l.) l'hér.",9419993
"pachysandra terminalis siebold & zucc.",2984676
"sh1191310.09fu",5671263
"verbascum speciosum schrad.",3171952
"draba glabella pursh",3050232
"micropyrum tenellum (l.) link",4121799
"barbarea verna (mill.) asch.",5374672
"crepis pulchra l.",5403272
"corallorhiza maculata raf.",2797273
"rosa villosa l.",3002169
"camelina sativa (l.) crantz",9073641
"oxalis dillenii jacq.",2891677
"potentilla incana g.gaertn., b.mey. & scherb.",5365379
"elymus trachycaulus subsp. trachycaulus",4104489
"moehringia lateriflora (l.) fenzl",3085371
"euphrasia minima jacq. ex dc.",7989064
"cardamine resedifolia l.",3045872
"euphrasia arctica subsp. borealis (towns.) yeo",7968571
"orobanche elatior sutton",7718653
"daphne striata tratt.",5523875
"epilobium lactiflorum hausskn.",3189174
"lysimachia borealis (raf.) u.manns & anderb.",7983163
"impatiens balfourii hook.fil.",2891783
"salix starkeana willd.",7266759
"coptidium lapponicum (l.) tzvelev",7554812
"libanotis pyrenaica subsp. pyrenaica",7945687
"juncus tenageia ehrh. ex l.fil.",2701736
"glebionis coronaria (l.) cass. ex spach",7627205
"calamagrostis stricta (timm) koeler",2704899
"juncus capitatus weigel",2701957
"epipactis microphylla (ehrh.) sw.",5318948
"equisetum ramosissimum desf.",2687940
"callitriche obtusangula legall ex hegelm.",7575485
"cornus unalaschkensis ledeb.",3082254
"acer monspessulanum l.",7262958
"abies sibirica ledeb.",2685654
"ligusticum mutellinoides (crantz) vill.",3636564
"adiantum aleuticum (rupr.) c.a.paris",2651843
"carex microglochin wahlenb.",2729293
"salix ×smithiana willd.",5372818
"orobanche teucrii holandre",3730664
"valeriana saxatilis l.",7498158
"scorzoneroides pyrenaica (gouan) holub",3133504
"chenopodium vulvaria l.",3083932
"nasturtium microphyllum x officinale",5550943
"papaver dubium subsp. lecoqii (lamotte) syme",3600984
"echium plantagineum l.",2925895
"carex bohemica schreb.",2728048
"geranium endressii j.gay",2890502
"lactuca sibirica (l.) benth. ex maxim.",3140552
"spiraea alba du roi",3026585
"ranunculus subborealis tzvelev",7277744
"scutellaria hastifolia l.",5609333
"leontodon incanus (l.) schrank",3137493
"silphium perfoliatum l.",3092576
"amorpha fruticosa l.",5357407
"verbascum phoeniceum l.",3171951
"minuartia rubella (wahlenb.) hiern",8134997
"cucurbita pepo l.",2874508
"amaranthus bouchonii thell.",5384361
"veronica opaca fr.",3172071
"agrostis schraderiana bech.",4116886
"achillea atrata l.",3120203
"carduncellus mitissimus (l.) dc.",3138354
"hierochloe alpina (sw. ex willd.) roem. & schult.",4133679
"elytrigia intermedia (host) nevski",2704161
"trachycarpus fortunei (hook.) h.wendl.",2739071
"delphinium elatum l.",3033757
"schoenoplectus triqueter (l.) palla",2711033
"tolpis staticifolia (all.) sch.bip.",3097186
"silene pusilla waldst. & kit.",7267415
"allium rotundum l.",2855963
"carex media r.br.",2725060
"alchemilla murbeckiana buser",3028604
"agrostis alpina scop.",10861153
"larix laricina (du roi) k.koch",2686231
"orobanche amethystea thuill.",7519710
"carex glacialis mack.",2728281
"comastoma tenellum (rottb.) toyok.",3840575
"atocion armeria (l.) raf.",7268098
"pterocarya fraxinifolia (poir.) spach",8288647
"vicia orobus dc.",2975152
"corylus cornuta marshall",2876032
"cyclachaena xanthiifolia (nutt.) fresen.",3141890
"galium parisiense l.",2913169
"rubus polyanthemus lindeb.",2997827
"galega orientalis lam.",2975663
"trifolium lupinaster l.",5358944
"ruppia cirrhosa (petagna) grande",2863987
"matthiola sinuata (l.) r.br.",5377368
"thymus pannonicus all.",5341447
"petroselinum segetum (l.) w.d.j.koch",3634745
"onobrychis arenaria (kit.) dc.",2972841
"epipactis leptochila (godfery) godfery",5319049
"rhododendron luteum sweet",7135755
"carex mackenziei v.i.krecz.",2724868
"platanthera dilatata (pursh) lindl. ex l.c.beck",2797036
"solanum triflorum nutt.",2931237
"geranium bohemicum l.",2891010
"micranthes tenuis (wahlenb.) small",5567575
"artemisia frigida willd.",3121436
"eryngium alpinum l.",3633778
"veratrum viride aiton",7575112
"dysphania botrys (l.) mosyakin & clemants",5568428
"iberis umbellata l.",5377303
"linum bienne mill.",2873896
"anthriscus cerefolium (l.) hoffm.",5371746
"rubus bavaricus (focke) utsch",7753571
"veronica prostrata subsp. scheereri j.-p.brandt",8046918
"symphytum orientale l.",4067112
"hordeum distichon l.",8332019
"gaillardia aristata pursh",5387859
"betula glandulosa michx.",5331640
"rosa elliptica tausch",3002258
"hieracium vulgatum spreng.",7777868
"oxytropis pilosa (l.) dc.",5361010
"taraxacum croceum dahlst.",5394023
"crepis conyzifolia (gouan) a.kern.",5403359
"carex glareosa schkuhr ex wahlenb.",2728183
"utricularia ×stygia g.thor",3172429
"spiraea ×rubella dippel",3027332
"cuscuta campestris yunck.",3610757
"festuca laevigata gaudin",4121732
"saxifraga bronchialis l.",3032717
"dryopteris aemula (aiton) kuntze",7319771
"rubus lindleyanus lees",2994562
"balsamorhiza sagittata (pursh) nutt.",10818007
"carex paleacea schreb. ex wahlenb.",2727181
"platanus ×hispanica mill. ex münchh.",7400250
"lysimachia latifolia (hook.) cholewa",8072937
"spiraea media schmidt",3027231
"geum triflorum pursh",5369703
"achlys triphylla (sm.) dc.",5371714
"pinguicula villosa l.",5415064
"spergularia rupicola lebel ex le jol.",7730859
"elaeagnus commutata bernh. ex rydb.",3039274
"vicia pannonica crantz",2974811
"thesium bavarum schrank",8126128
"equisetum ×litorale kühlew. ex rupr.",2687928
"carex bicolor bellardi ex all.",2722817
"smyrnium perfoliatum l.",6027089
"agrimonia pilosa ledeb.",3002003
"viburnum edule (michx.) raf.",2888613
"viola adunca sm.",5331199
"cardamine dentata schult.",3045858
"glycine max (l.) merr.",5359660
"glyceria lithuanica (gorski) gorski",4106164
"myosotis sparsiflora j.c.mikan ex pohl",7814874
"xanthoselinum alsaticum (l.) schur",6027180
"calendula arvensis l.",9182765
"lathyrus heterophyllus l.",5356541
"nigella arvensis l.",7278276
"carex fuliginosa subsp. misandra (r.br.) nyman",2727265
"ranunculus hyperboreus rottb.",3033354
"spiraea chamaedryfolia l.",3026406
"ephedra distachya l.",2653321
"kobresia simpliciuscula (wahlenb.) mack.",2710391
"ostrya carpinifolia scop.",5332305
"amaranthus blitoides s.watson",5384395
"saxifraga moschata wulfen",7339580
"hordeum marinum huds.",2706053
"clintonia uniflora (menzies ex schult. & schult.f.) kunth",2753596
"linum austriacum l.",2873877
"elatine hydropiper l.",9076200
"cruciata glabra (l.) ehrend.",5338929
"anemonastrum canadense (l.) mosyakin",9419395
"phedimus hybridus (l.) 't hart",4201695
"daphne cneorum l.",7150059
"juncus jacquinii l.",2701580
"pulmonaria angustifolia l.",5660569
"rhododendron menziesii craven",7344850
"dianthus arenarius l.",3085422
"coreopsis tinctoria nutt.",3133950
"rhamnus pumila turra",9413479
"lilium columbianum leichtlin",2753524
"symphytum asperum lepech.",2926066
"acer rubrum l.",3189883
"gagea fragifera (vill.) e.bayer & g.lópez",5300170
"adonis annua l.",5371709
"helianthemum oelandicum (l.) dum.cours.",7331276
"juniperus sabina l.",7963890
"lolium temulentum l.",2706242
"calepina irregularis (asso) thell.",3048782
"sagina nivalis (lindblad) fr.",3085396
"conringia orientalis (l.) dumort.",3040913
"achillea erba-rotta subsp. moschata (wulfen) vacc.",9536147
"artemisia biennis willd.",3121226
"atriplex halimus l.",3083718
"mertensia paniculata (aiton) g.don",5341214
"persicaria lapathifolia x maculosa",10178099
"doronicum grandiflorum lam.",3142996
"botrychium boreale milde",2650163
"festuca guestfalica boenn. ex rchb.",4123395
"orobanche reticulata wallr.",7332320
"scrophularia scorodonia l.",7477038
"setaria italica (l.) p.beauv.",5289698
"helianthemum alpestre (jacq.) dc.",7395695
"botrychium virginianum (l.) sw.",7851429
"achillea setacea waldst. & kit.",3120066
"selinum dubium (schkuhr) leute",9101840
"cotoneaster salicifolius franch.",3026074
"cyperus longus l.",8243603
"castilleja miniata douglas",8672564
"iris versicolor l.",5298019
"pilosella suecica (fr.) f.w.schultz & sch.bip.",3123193
"calamagrostis canadensis (michx.) p.beauv.",2704895
"clinopodium nepeta (l.) kuntze",8916040
"pedicularis oederi vahl",7958539
"viola uliginosa besser",5665303
"galium tricornutum dandy",2913452
"sedum spathulifolium hook.",5362046
"monotropa hypophegea wallr.",4165427
"larix gmelinii (rupr.) kuzen.",2686170
"adonis flammea jacq.",8246651
"rubus montanus lib. ex lej.",7786853
"orobanche purpurea jacq.",8245539
"cercis siliquastrum l.",5353590
"botrychium matricariifolium (döll) a.braun ex koch",9225633
"atriplex micrantha ledeb.",3083680
"atriplex praecox hülph.",3760830
"erodium lebelii jord.",6366011
"galanthus elwesii hook.f.",2855398
"carex brachystachys schrank",2724839
"anemone rubra lam.",7361164
"saxifraga cuneifolia l.",7663587
"artemisia abrotanum l.",8042568
"campanula sibirica l.",5410717
"vicia americana muhl. ex willd.",2975204
"linaria supina (l.) chaz.",5415009
"jasminum nudiflorum lindl.",3172266
"oenanthe pimpinelloides l.",5371889
"gentiana germanica willd.",7539382
"euonymus latifolius (l.) mill.",7433196
"rorippa anceps (wahlenb.) rchb.",3693336
"botrychium lanceolatum (s.g.gmel.) ångstr.",8231122
"pseudorchis straminea (fernald) soják",5306901
"pedicularis tuberosa l.",7436512
"petasites spurius (retz.) rchb.",7675973
"orobanche lutea baumg.",7943745
"abies lasiocarpa (hook.) nutt.",2685313
"carex capitata l.",7357942
"lemna turionifera landolt",2867631
"reseda phyteuma l.",3040253
"cortaderia selloana (schult. & schult.f.) asch. & graebn.",2704523
"veronica bellidioides l.",3733851
"sparganium gramineum georgi",2702379
"inula britannica m.bieb., 1808",7502456
"saxifraga nelsoniana d.don",7177586
"bromus squarrosus l.",2703700
"alchemilla subglobosa c.g.westerl.",7350401
"lychnis chalcedonica l.",5584611
"potentilla micrantha ramond ex dc.",5367683
"micranthes foliolosa (r.br.) gornall",5567695
"eruca vesicaria (l.) cav.",5375920
"hypochaeris uniflora vill.",5387347
"heracleum persicum desf. ex fisch., c.a.mey. & avé-lall.",3628745
"vaccinium ovatum pursh",2882838
"crassula aquatica (l.) schönland",7565449
"viscum laxum boiss. & reut.",4068991
"rubus umbrosus (weihe & nees) arrh.",8674642
"sedum alpestre vill.",7334006
"guizotia abyssinica (l.fil.) cass.",8584304
"lloydia serotina (l.) rchb.",5299766
"lysimachia ciliata l.",3169391
"vitex agnus-castus l.",2925562
"onobrychis montana dc.",2972610
"thesium linophyllon l.",5334510
"inula montana l.",10255521
"saxifraga androsacea l.",3753798
"ranunculus confervoides (fr.) fr.",3921004
"najas minor all.",5329434
"lotus angustissimus l.",5356931
"paxistima myrsinites (pursh) raf.",3169107
"dryopteris fragrans (l.) schott",5275131
"erythronium grandiflorum pursh",2752872
"lupinus nootkatensis donn ex sims",2964525
"parasenecio hastatus (l.) h.koyama",3090393
"erica vagans l.",5333408
"collinsia parviflora douglas ex lindl.",5414960
"baldellia ranunculoides subsp. repens (lam.) á.löve & d.löve",2864552
"spiranthes romanzoffiana cham.",2805404
"clematis recta l.",3033543
"jacobaea adonidifolia (loisel.) mérat, 1812",5388631
"atriplex tatarica l.",3083702
"limonium humile mill.",4088825
"pedicularis hirsuta l.",3171707
"taraxacum alatum h.h.lindb.",5394252
"artemisia campestris subsp. maritima (dc.) arcang.",3120692
"echinochloa muricata (p.beauv.) fernald",2702816
"poa secunda j.presl",2704276
"scabiosa canescens waldst. & kit.",4102834
"anthoxanthum australe (schrad.) veldkamp",4134120
"viola glabella nutt.",5331176
"carex nardina (hornem.) fr.",2724888
"pulsatilla nuttalliana (dc.) spreng.",3929080
"pulsatilla ludoviciana (nutt.) a.heller",3033515
"agrostis scabra willd.",2706444
"dysphania pumilio (r.br.) mosyakin & clemants",5568339
"luzula lutea (all.) dc.",2700839
"crepis praemorsa (l.) tausch",5403302
"laserpitium halleri crantz",3630142
"hieracium humile jacq.",3134965
"thymelaea passerina (l.) coss. & germ.",5420850
"aucuba japonica thunb.",3033077
"polypogon monspeliensis (l.) desf.",5289917
"cyperus michelianus (l.) link",2714056
"bupleurum longifolium l.",7960717
"lappula deflexa (wahlenb.) garcke",2925944
"erucastrum nasturtiifolium (poir.) o.e.schulz",5375555
"fumaria bastardii boreau",9228111
"salix waldsteiniana willd.",5583602
"calystegia ×pulchra brumm. & heywood",3678949
"epilobium fleischeri hochst.",3666407
"arenaria norvegica gunnerus",5585088
"carex liparocarpos gaudin",2724226
"rubus hirtus waldst. & kit.",2989697
